Ship Mode,Sub-Category,Quantity,Discount_Category,Sales_Log,Order_Year,Order_Month,Order_DayOfWeek,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
0,12,-0.35826899172370946,2,6.279270111934266,2015,12,6,0,1,0,0,0,0,0
0,13,-0.35826899172370946,2,5.361564429111865,2015,12,6,0,1,0,0,0,0,0
0,11,0.1173918859408275,1,5.919345365229957,2015,12,6,0,1,0,0,0,0,1
0,11,0.1173918859408275,1,4.998346765120501,2017,9,6,1,0,0,0,0,0,1
0,10,-0.8339298693882464,0,4.36792771029438,2016,7,6,1,0,0,0,1,1,0
0,10,-0.8339298693882464,1,4.570744358973074,2017,9,1,1,0,0,1,0,1,0
2,9,-0.8339298693882464,0,3.849721979230767,2016,3,4,1,0,0,0,0,0,1
2,3,-0.8339298693882464,0,2.9156062290747062,2016,3,4,1,0,0,0,0,1,0
1,10,0.1173918859408275,0,5.361104354646802,2014,10,0,0,0,0,0,0,1,0
0,9,-0.35826899172370946,0,3.828641396489095,2016,6,0,0,0,1,0,0,0,1
0,11,-0.8339298693882464,0,3.126760535960395,2016,6,0,0,0,1,0,0,0,1
0,3,1.0687136412699014,0,3.6691868207682004,2015,4,5,0,0,0,0,0,1,0
0,1,1.0687136412699014,0,4.333098961050458,2015,4,5,0,0,0,0,0,1,0
0,7,-0.8339298693882464,0,1.9685099809725544,2015,4,5,0,0,0,0,0,0,0
0,13,-1.3095907470527834,0,4.5107496103686,2015,4,5,0,0,0,0,0,0,0
0,0,1.5443745189344384,0,2.7887081041196646,2016,12,6,1,0,1,0,0,1,0
0,11,0.5930527636053644,0,6.938235986235724,2016,12,6,1,0,1,0,0,0,1
2,10,1.0687136412699014,0,5.345010094540019,2016,6,4,0,0,1,0,0,1,0
2,4,0.5930527636053644,0,3.5085558999826545,2016,6,4,0,0,1,0,0,1,0
2,13,0.5930527636053644,1,5.769601425693419,2016,6,4,0,0,1,0,0,0,0
2,4,-0.8339298693882464,0,2.7447035187502458,2016,6,4,0,0,1,0,0,1,0
2,9,-0.8339298693882464,0,3.4339872044851463,2016,6,4,0,0,1,0,0,0,1
2,3,0.1173918859408275,1,3.901568547524287,2016,6,4,0,0,1,0,0,1,0
2,2,-1.3095907470527834,0,0.9858167945227653,2016,6,4,0,0,1,0,0,1,0
0,9,-0.8339298693882464,0,2.7067159780890733,2015,11,1,0,0,0,0,1,0,1
0,3,1.0687136412699014,1,3.2892970091639273,2015,11,1,0,0,0,0,1,1,0
0,4,-0.35826899172370946,0,4.9953862833335165,2015,11,1,0,0,0,0,1,1,0
0,7,0.1173918859408275,0,4.391481793444637,2015,11,1,0,0,0,0,1,0,0
0,13,0.5930527636053644,2,5.36651325386079,2015,4,3,0,1,0,0,0,0,0
0,2,2.0200353965989755,1,7.015733964240798,2014,12,4,1,0,0,0,1,1,0
0,11,0.1173918859408275,1,5.129709347881841,2014,12,4,1,0,0,0,1,0,1
2,4,-0.8339298693882464,0,4.342245764662037,2016,6,5,0,0,0,1,0,1,0
0,3,-1.3095907470527834,1,1.72561966672351,2016,9,6,0,0,1,0,0,1,0
1,4,-0.35826899172370946,0,2.998229153752578,2017,9,3,0,0,0,0,0,1,0
0,13,2.0200353965989755,1,6.724956808482918,2015,4,6,0,0,0,1,0,0,0
0,7,-0.8339298693882464,1,4.585375558659912,2015,4,6,0,0,0,1,0,0,0
0,10,-1.3095907470527834,1,4.3011419059334175,2015,4,6,0,0,0,1,0,1,0
2,3,-0.35826899172370946,3,0.8100409320314447,2017,12,5,1,0,0,0,0,1,0
2,7,-0.35826899172370946,3,2.370991125658106,2017,12,5,1,0,0,0,0,0,0
2,10,-0.35826899172370946,1,3.3407394126250414,2017,12,5,1,0,0,0,0,1,0
1,7,0.5930527636053644,3,3.0106208860477417,2014,11,2,0,0,0,0,0,0,0
2,8,-1.3095907470527834,0,5.34309950931993,2016,6,6,1,0,0,1,0,1,0
2,3,-0.35826899172370946,0,2.8758219768814333,2016,6,6,1,0,0,1,0,1,0
0,2,0.5930527636053644,0,2.766319109226186,2014,10,6,0,0,0,0,1,1,0
0,10,-1.3095907470527834,0,3.1086144306106633,2014,10,6,0,0,0,0,1,1,0
0,5,1.5443745189344384,1,5.308188486343299,2015,9,3,1,0,0,1,0,1,0
2,10,-0.35826899172370946,1,5.444044092872437,2017,11,0,0,1,0,0,0,1,0
1,13,-0.8339298693882464,0,5.713600783593539,2017,5,6,0,0,0,1,0,0,0
0,9,-1.3095907470527834,0,3.0440461338325417,2017,10,3,0,0,0,0,0,0,1
0,1,-0.8339298693882464,0,1.9685099809725544,2017,10,3,0,0,0,0,0,1,0
1,10,1.5443745189344384,1,5.071215993379483,2016,4,1,0,1,0,0,0,1,0
0,2,-0.35826899172370946,0,3.0492730404820207,2016,9,5,1,0,0,0,1,1,0
0,11,-0.8339298693882464,1,4.311926006994392,2016,9,5,1,0,0,0,1,0,1
0,4,-1.3095907470527834,0,2.012232791986386,2016,9,5,1,0,0,0,1,1,0
1,4,-0.8339298693882464,0,2.6361960973342264,2015,1,5,0,0,0,0,0,1,0
1,7,-0.35826899172370946,0,3.9952606039982017,2015,1,5,0,0,0,0,0,0,0
1,3,-0.8339298693882464,0,3.5251833614431467,2015,1,5,0,0,0,0,0,1,0
0,3,-1.3095907470527834,3,1.8994173439345647,2017,11,0,0,1,0,0,1,1,0
1,7,1.5443745189344384,0,4.580160022983923,2017,11,3,0,1,1,0,0,0,0
2,3,-0.35826899172370946,1,3.957225790258975,2017,6,5,0,0,0,0,1,1,0
0,8,1.0687136412699014,0,4.36792771029438,2016,9,1,1,0,0,0,0,1,0
0,4,1.5443745189344384,1,4.183941482700448,2016,8,0,0,1,0,0,0,1,0
0,9,-0.35826899172370946,1,4.574463525208929,2016,8,0,0,1,0,0,0,0,1
0,3,-0.35826899172370946,3,1.0253244928982777,2016,8,0,0,1,0,0,0,1,0
1,4,0.1173918859408275,0,3.2156706939192525,2016,12,3,0,0,0,0,0,1,0
0,9,1.0687136412699014,1,5.480205496092637,2015,11,4,0,0,0,0,1,0,1
0,7,-0.35826899172370946,1,4.638218040034292,2015,11,4,0,0,0,0,1,0,0
0,3,-0.35826899172370946,3,3.6344760652345496,2015,11,4,0,0,0,0,1,1,0
0,9,2.0200353965989755,1,4.318980332956246,2017,11,3,0,0,0,1,0,0,1
0,11,-1.3095907470527834,1,3.367019929860569,2017,11,3,0,0,0,1,0,0,1
0,2,-1.3095907470527834,1,1.4595448228594834,2017,11,3,0,0,0,1,0,1,0
0,9,0.5930527636053644,1,5.831765168350307,2015,10,3,0,1,0,0,0,0,1
0,7,-0.8339298693882464,0,3.7602694502006093,2017,12,0,1,0,1,0,0,0,0
0,2,-0.8339298693882464,0,4.343285806357451,2016,11,3,0,0,0,0,0,1,0
0,3,1.0687136412699014,0,3.3407394126250414,2016,11,3,0,0,0,0,0,1,0
1,0,2.7335267130957805,1,3.7159107931649666,2014,8,0,0,0,1,0,0,1,0
1,5,-0.8339298693882464,1,1.7439688053917064,2014,8,0,0,0,1,0,0,1,0
1,4,-0.35826899172370946,1,3.217915363773076,2014,8,0,0,0,1,0,0,1,0
1,5,1.0687136412699014,1,4.8787330498789885,2014,8,0,0,0,1,0,0,1,0
0,14,-0.35826899172370946,0,6.670170452603868,2015,3,0,0,0,0,0,1,0,0
0,3,-1.3095907470527834,3,5.067607764723911,2015,4,6,1,0,0,1,0,1,0
2,7,-0.35826899172370946,0,3.872033997211783,2016,6,6,0,0,1,0,0,0,0
2,3,0.1173918859408275,0,3.460723360976182,2016,6,6,0,0,1,0,0,1,0
2,10,1.0687136412699014,0,5.427413939882447,2016,6,6,0,0,1,0,0,1,0
2,5,2.4956962742635125,0,4.753762590037918,2016,6,6,0,0,1,0,0,1,0
2,11,1.5443745189344384,0,4.234686046775173,2016,6,6,0,0,1,0,0,0,1
1,13,-0.35826899172370946,2,6.399522956368744,2014,12,4,0,1,0,0,0,0,0
0,14,1.0687136412699014,2,6.427620502536943,2014,9,5,0,0,0,0,0,0,0
0,3,-0.8339298693882464,3,1.2202397767898079,2017,11,6,0,0,0,0,1,1,0
0,10,1.5443745189344384,1,5.50122555695038,2017,11,6,0,0,0,0,1,1,0
1,13,-0.8339298693882464,1,4.411876656642767,2016,11,6,0,1,0,0,1,0,0
1,7,-0.35826899172370946,0,5.478803907396261,2016,11,6,0,1,0,0,1,0,0
2,11,0.5930527636053644,2,4.110381939919725,2017,2,3,1,0,1,0,0,0,1
2,4,-0.8339298693882464,1,4.3732885687305965,2017,2,3,1,0,1,0,0,1,0
2,0,2.4956962742635125,1,3.1115578390595813,2017,2,3,1,0,1,0,0,1,0
0,4,-0.35826899172370946,0,3.046425387869509,2016,10,3,0,0,0,0,1,1,0
0,4,-1.3095907470527834,0,3.5956670723917576,2016,10,3,0,0,0,0,1,1,0
0,2,0.1173918859408275,0,2.5273273656719524,2016,10,3,0,0,0,0,1,1,0
0,0,-0.8339298693882464,0,1.6134299337036377,2016,10,3,0,0,0,0,1,1,0
0,3,-0.35826899172370946,1,4.346088527868252,2016,10,3,0,0,0,0,1,1,0
0,6,1.0687136412699014,0,4.202899968776446,2016,10,3,0,0,0,0,1,1,0
0,7,2.7335267130957805,0,3.786913194385302,2016,10,3,0,0,0,0,1,0,0
1,7,-0.8339298693882464,1,4.428433007488037,2016,9,0,1,0,1,0,0,0,0
0,2,-0.35826899172370946,0,2.2844211223663744,2017,9,0,1,0,0,0,1,1,0
0,5,-0.35826899172370946,0,2.4731713935695794,2017,9,0,1,0,0,0,1,1,0
0,4,-0.35826899172370946,0,4.974662633637438,2017,9,0,1,0,0,0,1,1,0
0,8,-0.35826899172370946,0,6.733913665620719,2017,12,4,0,0,0,0,0,1,0
0,10,1.5443745189344384,0,6.511641312348043,2015,9,0,0,0,0,0,1,1,0
0,7,0.1173918859408275,1,4.552697248726974,2014,10,2,0,1,1,0,0,0,0
0,11,2.7335267130957805,0,5.954411482905271,2016,12,0,1,0,0,0,0,0,1
0,11,-0.35826899172370946,0,5.017081141579645,2016,12,0,1,0,0,0,0,0,1
0,13,2.0200353965989755,0,7.577040002277407,2016,12,0,1,0,0,0,0,0,0
0,3,0.5930527636053644,0,5.150687049544013,2016,12,0,1,0,0,0,0,1,0
2,8,0.5930527636053644,1,5.068400930946398,2016,3,6,0,1,0,0,1,1,0
2,11,-0.8339298693882464,1,5.3190215481063285,2016,3,6,0,1,0,0,1,0,1
2,4,1.5443745189344384,0,4.083957469335614,2015,5,6,1,0,0,0,1,1,0
2,4,0.1173918859408275,0,4.668332760945732,2015,5,6,1,0,0,0,1,1,0
2,10,1.0687136412699014,0,4.405254760793088,2015,5,6,1,0,0,0,1,1,0
0,2,-0.35826899172370946,0,2.0320878452963655,2015,5,3,0,1,0,0,1,1,0
1,13,-0.8339298693882464,1,6.128108590405284,2014,3,5,0,0,0,0,1,0,0
0,1,-0.8339298693882464,0,2.7485521444115397,2016,11,6,0,0,0,0,0,1,0
0,11,1.5443745189344384,0,6.852168570542386,2016,11,6,0,0,0,0,0,0,1
2,4,-1.3095907470527834,0,1.9430489167742813,2016,5,2,0,0,0,0,1,1,0
1,9,-0.8339298693882464,1,4.0142907433757244,2015,12,0,0,0,1,0,0,0,1
0,5,0.5930527636053644,0,3.380994674344636,2016,11,2,0,0,0,0,1,1,0
0,3,-0.8339298693882464,1,3.3562000157314196,2016,11,0,0,0,0,0,1,1,0
0,2,-0.35826899172370946,1,2.3920600994216485,2014,9,0,0,0,0,0,0,1,0
0,15,2.0200353965989755,2,9.007116107819794,2014,9,0,0,0,0,0,0,0,1
0,10,-0.35826899172370946,1,5.6237575446024195,2014,9,0,0,0,0,0,0,1,0
0,13,2.4956962742635125,2,7.462249402126681,2014,9,0,0,0,0,0,0,0,0
0,2,1.0687136412699014,1,3.498445077209431,2014,9,0,0,0,0,0,0,1,0
0,8,0.5930527636053644,3,5.1872740677547124,2014,9,0,0,0,0,0,0,1,0
0,11,-0.35826899172370946,1,4.976568211479705,2014,9,0,0,0,0,0,0,0,1
0,4,-0.35826899172370946,0,3.088311454847084,2014,8,1,0,0,0,0,1,1,0
0,4,-0.8339298693882464,0,4.718141664647253,2014,8,1,0,0,0,0,1,1,0
0,13,1.5443745189344384,1,5.83230467553532,2014,8,1,0,0,0,0,1,0,0
0,8,-0.8339298693882464,3,3.9787092186231763,2014,9,6,1,0,0,0,0,1,0
0,1,0.1173918859408275,1,3.052112606990099,2014,9,6,1,0,0,0,0,1,0
1,8,0.1173918859408275,3,4.587657734236793,2017,4,4,0,0,0,0,0,1,0
1,13,1.5443745189344384,2,5.98595439405932,2015,11,5,0,0,1,0,0,0,0
1,6,0.5930527636053644,1,2.826129489167811,2015,11,5,0,0,1,0,0,1,0
0,2,-1.3095907470527834,0,1.4539530095937052,2015,12,1,0,1,1,0,0,1,0
1,10,-0.8339298693882464,1,3.2509944547496605,2014,12,4,1,0,0,0,0,1,0
1,9,1.5443745189344384,1,6.015532574441682,2014,12,4,1,0,0,0,0,0,1
1,11,0.1173918859408275,0,6.224479218217454,2014,11,2,0,1,0,1,0,0,1
1,11,0.5930527636053644,0,5.016948656152848,2014,11,2,0,1,0,1,0,0,1
1,9,-0.8339298693882464,0,3.4011973816621555,2014,11,2,0,1,0,1,0,0,1
0,3,-0.8339298693882464,0,2.0992441689760155,2016,11,0,0,0,1,0,0,1,0
0,9,2.0200353965989755,0,5.180659323079804,2014,8,1,0,1,0,0,1,0,1
0,10,-0.35826899172370946,1,3.643463590583454,2016,7,5,1,0,0,0,0,1,0
0,4,-0.35826899172370946,1,3.0452840523832387,2016,7,5,1,0,0,0,0,1,0
2,12,0.1173918859408275,1,6.802545863019288,2015,10,0,0,1,1,0,0,0,0
2,11,1.0687136412699014,0,4.287166353649922,2015,10,0,0,1,1,0,0,0,1
2,4,2.0200353965989755,0,3.9672684796541247,2015,10,0,0,1,1,0,0,1,0
2,12,-0.35826899172370946,1,6.441507786613698,2015,10,0,0,1,1,0,0,0,0
2,2,0.5930527636053644,0,3.039749158970765,2015,10,0,0,1,1,0,0,1,0
0,5,1.5443745189344384,0,2.7265447837383743,2015,10,5,1,0,0,0,1,1,0
0,2,-0.8339298693882464,1,2.1291836335746503,2014,3,4,0,0,1,0,0,1,0
0,2,-0.35826899172370946,1,1.9527438886338784,2014,3,4,0,0,1,0,0,1,0
0,10,-0.35826899172370946,0,3.8556642717587617,2017,11,0,0,1,1,0,0,1,0
0,3,-0.8339298693882464,3,1.3727024076004237,2017,7,3,1,0,1,0,0,1,0
0,4,-0.35826899172370946,1,2.836502047983434,2017,7,3,1,0,1,0,0,1,0
0,4,-0.35826899172370946,1,3.1243013743486987,2017,6,5,0,0,1,0,0,1,0
2,14,-0.8339298693882464,2,5.392490536565286,2014,8,6,0,0,0,0,1,0,0
2,8,-1.3095907470527834,1,1.2809338454620642,2014,8,6,0,0,0,0,1,1,0
1,8,-0.8339298693882464,3,4.208922466929536,2017,12,6,0,0,0,0,0,1,0
0,7,1.5443745189344384,1,3.588174749992304,2017,6,5,1,0,0,1,0,0,0
0,11,0.1173918859408275,1,6.099798637307641,2017,12,5,0,0,0,0,1,0,1
0,10,0.1173918859408275,0,4.441709636835055,2017,12,4,0,0,0,0,0,1,0
0,11,-0.8339298693882464,0,4.890198740974308,2017,12,4,0,0,0,0,0,0,1
0,3,0.1173918859408275,0,2.8284963541780774,2017,12,4,0,0,0,0,0,1,0
0,0,2.4956962742635125,0,3.975748696308691,2017,12,4,0,0,0,0,0,1,0
0,10,-1.3095907470527834,0,4.5324919604901055,2017,12,4,0,0,0,0,0,1,0
1,9,-0.8339298693882464,1,3.0819099697950434,2015,2,0,1,0,0,0,0,0,1
0,1,-0.8339298693882464,1,3.205993199037187,2015,1,4,1,0,1,0,0,1,0
0,12,0.5930527636053644,2,6.1168850098935765,2015,1,4,1,0,1,0,0,0,0
0,11,-0.35826899172370946,2,4.158601793801473,2015,1,4,1,0,1,0,0,0,1
0,15,2.4956962742635125,3,7.080867896690782,2015,1,4,1,0,1,0,0,0,1
0,9,-0.8339298693882464,1,4.506277597011739,2015,1,4,1,0,1,0,0,0,1
0,10,1.0687136412699014,0,4.543932876516902,2016,10,4,0,0,0,0,1,1,0
0,11,-0.35826899172370946,1,5.714972960291848,2016,10,4,0,0,0,0,1,0,1
2,0,-0.8339298693882464,1,1.8846424633747687,2015,12,3,0,0,1,0,0,1,0
2,4,1.0687136412699014,1,3.165643810271264,2015,12,3,0,0,1,0,0,1,0
2,3,0.1173918859408275,3,3.0337984743604474,2015,12,3,0,0,1,0,0,1,0
2,7,0.1173918859408275,1,4.300057071806631,2015,12,3,0,0,1,0,0,0,0
2,15,0.1173918859408275,3,6.175842321769606,2015,12,3,0,0,1,0,0,0,1
2,2,-0.8339298693882464,1,3.338186581852751,2015,12,3,0,0,1,0,0,1,0
0,2,-1.3095907470527834,0,1.1631508098056809,2015,8,6,1,0,0,0,0,1,0
0,14,0.5930527636053644,0,6.435268569442595,2015,8,6,1,0,0,0,0,0,0
0,10,-1.3095907470527834,0,3.1346242724206097,2015,8,6,1,0,0,0,0,1,0
0,13,-0.8339298693882464,1,5.091096375777642,2015,2,5,0,0,0,1,0,0,0
0,13,2.0200353965989755,1,5.967929763974318,2015,2,5,0,0,0,1,0,0,0
0,3,1.5443745189344384,3,2.977975551964732,2014,9,5,1,0,0,1,0,1,0
0,14,-0.8339298693882464,2,5.458989591936935,2017,4,4,0,1,0,1,0,0,0
0,14,-0.35826899172370946,2,6.432320125679697,2017,4,4,0,1,0,1,0,0,0
0,3,-0.8339298693882464,3,1.8449842304653528,2017,4,4,0,1,0,1,0,1,0
0,7,-0.35826899172370946,1,5.557106015344837,2017,4,4,0,1,0,1,0,0,0
0,9,-0.35826899172370946,1,6.428066499719687,2017,4,4,0,1,0,1,0,0,1
0,4,-0.8339298693882464,0,2.4475508632442313,2017,11,6,1,0,0,0,1,1,0
1,4,0.5930527636053644,1,3.2928695047765273,2016,6,5,0,0,0,0,0,1,0
1,7,0.5930527636053644,3,6.0418724496518275,2016,6,5,0,0,0,0,0,0,0
1,7,-0.35826899172370946,3,2.5406566648924924,2016,6,5,0,0,0,0,0,0,0
1,11,-0.8339298693882464,1,3.496022595404599,2016,6,5,0,0,0,0,0,0,1
1,14,0.5930527636053644,2,5.183046797003692,2016,6,5,0,0,0,0,0,0,0
1,7,-0.35826899172370946,3,1.618199418102673,2016,6,5,0,0,0,0,0,0,0
1,2,-0.8339298693882464,1,2.1291836335746503,2016,6,5,0,0,0,0,0,1,0
1,13,1.5443745189344384,0,7.602331438065773,2014,6,6,0,1,0,0,0,0,0
1,10,-0.8339298693882464,0,5.122295922302562,2014,6,6,0,1,0,0,0,1,0
1,4,1.0687136412699014,0,3.88936831486334,2014,6,6,0,1,0,0,0,1,0
1,8,0.5930527636053644,0,7.316049714100461,2014,6,6,0,1,0,0,0,1,0
1,4,0.1173918859408275,0,3.2928695047765273,2014,6,6,0,1,0,0,0,1,0
1,13,-0.8339298693882464,1,5.776313966722697,2016,12,5,0,0,0,0,1,0,0
0,4,-1.3095907470527834,0,2.152924318439639,2016,9,6,0,0,0,0,1,1,0
0,9,2.7335267130957805,0,8.116228939242719,2016,9,6,0,0,0,0,1,0,1
2,10,1.0687136412699014,0,4.401584133889412,2016,12,5,0,0,1,0,0,1,0
2,5,0.1173918859408275,0,5.8941824243014285,2016,12,5,0,0,1,0,0,1,0
0,7,2.4956962742635125,3,2.575051999639346,2015,11,5,1,0,0,0,0,0,0
0,10,-0.8339298693882464,1,4.423264542690126,2015,11,5,1,0,0,0,0,1,0
0,10,0.5930527636053644,1,4.00587758089977,2015,11,5,1,0,0,0,0,1,0
0,11,1.0687136412699014,1,6.475284785886132,2015,11,5,1,0,0,0,0,0,1
1,9,-0.35826899172370946,0,3.0619880693310564,2017,12,4,0,0,1,0,0,0,1
1,10,-0.35826899172370946,0,5.4051517954618635,2017,12,4,0,0,1,0,0,1,0
1,3,0.5930527636053644,1,2.918851229218033,2017,12,4,0,0,1,0,0,1,0
0,8,-0.8339298693882464,3,0.9646998710818426,2017,6,3,1,0,0,0,0,1,0
1,15,-0.35826899172370946,2,8.026491058496891,2014,9,4,1,0,0,0,0,0,1
1,15,1.5443745189344384,2,7.832394266993606,2014,9,4,1,0,0,0,0,0,1
0,11,0.1173918859408275,1,5.796738370155267,2016,6,0,0,0,0,0,0,0,1
0,9,-0.8339298693882464,0,4.393213824064446,2015,11,1,0,0,0,0,1,0,1
0,2,-0.35826899172370946,1,2.7091162992842075,2017,6,4,1,0,0,1,0,1,0
0,0,1.0687136412699014,0,2.1471001901536506,2016,1,4,0,0,1,0,0,1,0
0,10,-1.3095907470527834,1,3.643044917770137,2017,12,5,1,0,1,0,0,1,0
0,5,-0.35826899172370946,1,4.070325056377881,2017,12,5,1,0,1,0,0,1,0
1,10,0.1173918859408275,0,6.588706370780856,2017,12,3,1,0,0,0,1,1,0
2,9,1.5443745189344384,0,5.351526324879179,2015,7,3,0,0,0,0,1,0,1
2,7,-0.35826899172370946,0,1.8373699804801074,2015,7,3,0,0,0,0,1,0,0
2,3,-0.35826899172370946,1,2.4782176616372036,2015,7,3,0,0,0,0,1,1,0
2,4,-0.8339298693882464,0,2.2844211223663744,2017,9,5,1,0,0,0,1,1,0
2,2,-1.3095907470527834,0,1.9430489167742813,2017,9,5,1,0,0,0,1,1,0
0,4,-0.8339298693882464,1,2.537499099907171,2017,10,4,1,0,1,0,0,1,0
0,4,0.1173918859408275,1,2.953659497132083,2017,10,4,1,0,1,0,0,1,0
0,10,1.0687136412699014,1,4.106141372101612,2017,10,4,1,0,1,0,0,1,0
0,1,-0.35826899172370946,1,3.2519236789144013,2017,10,4,1,0,1,0,0,1,0
1,3,0.5930527636053644,3,1.1249295969854831,2015,9,5,0,0,0,0,0,1,0
1,11,1.5443745189344384,1,7.016968363955454,2015,9,5,0,0,0,0,0,0,1
0,14,0.5930527636053644,1,6.946822134146038,2015,11,0,0,0,0,0,1,0,0
0,4,0.5930527636053644,1,4.961164898621959,2015,9,5,0,0,0,0,1,1,0
0,9,0.5930527636053644,1,5.483966713434666,2015,9,5,0,0,0,0,1,0,1
0,4,1.0687136412699014,1,3.4689806329646156,2015,9,5,0,0,0,0,1,1,0
1,3,1.5443745189344384,3,5.541490970275766,2016,12,6,1,0,0,1,0,1,0
1,8,-0.8339298693882464,1,5.27570359167645,2016,12,6,1,0,0,1,0,1,0
1,6,0.5930527636053644,1,6.869513286725269,2016,12,6,1,0,0,1,0,1,0
1,0,1.5443745189344384,1,3.000520790285788,2016,11,6,0,1,1,0,0,1,0
1,1,2.0200353965989755,1,2.970209316322905,2016,11,6,0,1,1,0,0,1,0
1,9,-0.8339298693882464,1,5.549013826147846,2016,11,6,0,1,1,0,0,0,1
1,12,-0.35826899172370946,2,4.476995847264583,2016,11,6,0,1,1,0,0,0,0
2,7,2.0200353965989755,1,5.7084913703839355,2014,12,4,1,0,0,0,1,0,0
2,13,-0.35826899172370946,1,5.443940360225951,2014,12,4,1,0,0,0,1,0,0
2,7,-0.35826899172370946,1,5.390677745418843,2014,12,4,1,0,0,0,1,0,0
2,3,0.5930527636053644,3,4.377014092850337,2014,12,4,1,0,0,0,1,1,0
2,0,-0.35826899172370946,1,3.351726986187859,2014,12,4,1,0,0,0,1,1,0
0,4,0.5930527636053644,0,3.5085558999826545,2016,10,4,1,0,1,0,0,1,0
0,10,2.0200353965989755,0,6.9879333621073885,2016,10,4,1,0,1,0,0,1,0
0,4,-0.35826899172370946,0,4.058890081237698,2016,10,4,1,0,1,0,0,1,0
0,7,0.1173918859408275,0,4.364371699435161,2016,10,4,1,0,1,0,0,0,0
0,3,-1.3095907470527834,0,2.7265447837383743,2016,10,4,1,0,1,0,0,1,0
0,14,-0.35826899172370946,2,5.39396839734697,2017,11,6,0,0,0,0,0,0,0
1,7,-0.8339298693882464,0,3.3250360206965914,2015,5,0,1,0,1,0,0,0,0
0,2,-0.35826899172370946,0,2.3832429960115,2014,12,1,1,0,0,0,0,1,0
0,3,-0.35826899172370946,0,3.8390221125436557,2014,6,6,0,1,1,0,0,1,0
